Tipo de dato,Dirección,Dirección auxiliar,Tipo de vía,Nombre de la vía,Tipo de número,Número,Distrito,Código de distrito,Latitud (geo),Longitud (geo),X (UTM),Y (UTM),Google Maps,Día de la semana,Turno,Hora de inicio,Hora de fin,Residuos admisibles
Punto limpio móvil,"Calle Hierbabuena, 13",,Calle,Hierbabuena,P,13,Tetuán,6,40.46008013,-3.701849994,440494.0676,4479060.146,https://goo.gl/maps/oQkmPSfa3ZLYw2J6A,Lunes,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Jerónima Llorente, 65",,Calle,Jerónima Llorente,P,65,Tetuán,6,40.45332738,-3.708129826,439955.62,4478314.84,https://goo.gl/maps/x2Dfd7EgPUEFSfjx5,Lunes,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Lope de Haro, 36",,Calle,Lope de Haro,P,36,Tetuán,6,40.45674114,-3.704672112,440251.836,4478691.423,https://goo.gl/maps/5o9But5bLg78pBco7,Miércoles,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Marqués de Viana, 70",,Calle,Marqués de Viana,P,70,Tetuán,6,40.46385013,-3.704259993,440293.0737,4479480.245,https://goo.gl/maps/EYsDF6zoDmar48GK6,Miércoles,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Orense, 9",,Calle,Orense,P,9,Tetuán,6,40.44776383,-3.69555288,441017.2,4477688.809,https://goo.gl/maps/mE6gCTKrSezmL7S39,Miércoles,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Orense, 2",Azca,Calle,Orense,P,2,Tetuán,6,40.44687328,-3.529895424,441035.06,4477589.81,https://goo.gl/maps/aQM8L8sGKNxz53pn7,Martes,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Pablo Iglesias, 36",,Avenida,Pablo Iglesias,P,36,Tetuán,6,40.44831013,-3.708949993,439881.604,4477758.482,https://goo.gl/maps/En1XqhjyV6WHSfPM7,Miércoles,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Pedro Teixeira, 10",Intersección con Calle Poeta Joan Maragall,Calle,Pedro Teixeira,P,10,Tetuán,6,40.45493013,-3.692449994,441286.564,4478482.201,https://goo.gl/maps/ZskGvR22xJz9WVyK6,Lunes,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Poeta Joan Maragall, 45",Frente al número 54 (intersección con Calle de Rosario Pino),Calle,Poeta Joan Maragall,P,45,Tetuán,6,40.46230582,-3.691785867,441349.291,4479300.464,,Lunes,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Sor Ángela de la Cruz, 12",,Calle,Sor Ángela de la Cruz,P,12,Tetuán,6,40.45936013,-3.693459994,441204.7866,4478974.605,https://goo.gl/maps/PaqRwfAeAyeHiGUq6,Miércoles,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Agustín de Betancourt, 1",Ministerio,Calle,Agustín de Betancourt,P,1,Chamberí,7,40.4420748,-3.695064913,441053.61,4477057,https://goo.gl/maps/gTPX7h18xtVkKJ4t9,Martes,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Arapiles, 21",Intersección con Calle Vallehermoso,Calle,Arapiles,P,21,Chamberí,7,40.43279411,-3.708519655,439904.281,4476035.91,https://goo.gl/maps/yYuhUwvSxUwQqgpA6,Sábado,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Bravo Murillo, 41",,Calle,Bravo Murillo,P,41,Chamberí,7,40.43776198,-3.705244148,440186.51,4476585.12,https://goo.gl/maps/DNpDG4djng8eFkpR6,Sábado,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Bravo Murillo, 92",,Calle,Bravo Murillo,P,92,Chamberí,7,40.4458567,-3.703788592,440317.12,4477482.65,https://goo.gl/maps/RxFQttLrPUXvBjaN7,Sábado,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Bravo Murillo, 8",,Calle,Bravo Murillo,P,8,Chamberí,7,40.43439746,-3.704244286,440268.334,4476210.982,https://goo.gl/maps/pRZMvBTkacWjiXMj6,Sábado,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Plaza Chamberí, 4",,Plaza,Chamberí,P,4,Chamberí,7,40.43306165,-3.697121262,440871.32,4476057.915,,Sábado,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Fernández de los Ríos, 62",,Calle,Fernández de los Ríos,P,62,Chamberí,7,40.43534781,-3.711832755,439625.55,4476321.63,https://goo.gl/maps/2gssruDWNQfPjkCN7,Sábado,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Fernando el Católico, 73",,Calle,Fernando el Católico,P,73,Chamberí,7,40.43439013,-3.716369993,439239.8566,4476218.438,https://goo.gl/maps/QwmX37QpcQ3hzDNL7,Martes,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Francisco de Rojas, 11",,Calle,Francisco de Rojas,P,11,Chamberí,7,40.43002013,-3.699999994,440624.4736,4475722.237,https://goo.gl/maps/XY7EWaJgyNS1kYcG9,Martes,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle García de Paredes, 82",,Calle,García de Paredes,P,82,Chamberí,7,40.43655013,-3.693179994,441208.6531,4476442.505,https://goo.gl/maps/hoGQmbLiBZ37YuDL7,Martes,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Islas Filipinas, 32",,Avenida,Islas Filipinas,P,32,Chamberí,7,40.44049013,-3.708339993,439926.3701,4476890.045,https://goo.gl/maps/YvY9TKc8b2peyA217,Martes,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Joaquín María López, 54",,Calle,Joaquín María López,P,54,Chamberí,7,40.43786013,-3.715549993,439312.5269,4476603.044,https://goo.gl/maps/1NU8pUU5NpyHvnQNA,Martes,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle García Paredes, 32",,Calle,García Paredes,P,32,Chamberí,7,40.43695013,-3.699359994,440684.8501,4476491.036,https://goo.gl/maps/JTS7cLqkScVDocoM7,Martes,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Paseo San Francisco de Sales, 33",,Paseo,San Francisco de Sales,P,33,Chamberí,7,40.44258001,-3.713539992,439487.2337,4477125.572,https://goo.gl/maps/yhzUB7rKY3nS5YUW8,Sábado,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Plaza San Juan de la Cruz, 3",Intersección con Calle Fernández de la Hoz,Plaza,San Juan de la Cruz,P,3,Chamberí,7,40.44116013,-3.694359994,441112.5945,4476955.001,https://goo.gl/maps/iBXibmPyW2Zx1Vr16,Martes,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Santa Engracia, 126",,Calle,Santa Engracia,P,126,Chamberí,7,40.44157,-3.701391,440516.66,4477005.22,https://goo.gl/maps/KfeyB3VbFe8k7Nm56,Sábado,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Vallehermoso,Frente al número 50,Calle,Vallehermoso,P,S/N,Chamberí,7,40.43569013,-3.708619993,439898.349,4476357.436,https://goo.gl/maps/dTetv2MT7uCq8QJj7,Martes,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Abetal, 3-5",Edificio BBVA,Calle,Abetal,P,3-5,Fuencarral-El Pardo,8,40.50072441,-3.662595179,443856.16,4483545.97,https://goo.gl/maps/eEkZgbFw329nBSUr8,Martes,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Afueras a Valverde, 23",,Calle,Afueras a Valverde,P,23,Fuencarral-El Pardo,8,40.49736629,-3.688979853,441617.573,4483190.341,https://goo.gl/maps/EjHsoHec1Y1Vx9iU6,Lunes,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Monforte de Lemos, 1",Cuatro Torres,Avenida,Monforte de Lemos,P,1,Fuencarral-El Pardo,8,40.47503026,-3.687703698,441706.39,4480710.18,https://goo.gl/maps/cwX2kQp9noSSgY9LA,Martes,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Cándido Mateos, 17",,Calle,Cándido Mateos,P,17,Fuencarral-El Pardo,8,40.4738771,-3.718525244,439092.72,4480602.99,https://goo.gl/maps/hHUzSLwjwxThuozr9,Lunes,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Cardenal Herrera Oria, 259",,Avenida,Cardenal Herrera Oria,P,259,Fuencarral-El Pardo,8,40.48015632,-3.722328509,438776.03,4481302.62,https://goo.gl/maps/wU8w81pX1rpjJgzn7,Lunes,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Cerro de Minguete, 9",,Calle,Cerro de Minguete,P,9,Fuencarral-El Pardo,8,40.48673425,-3.719531943,439019.02,4482030.84,https://goo.gl/maps/HwbxMYbhTEEanxpL9,Lunes,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida El Ferrol, 6",,Avenida,El Ferrol,P,6,Fuencarral-El Pardo,8,40.47454833,-3.703932363,440330.32,4480667.53,https://goo.gl/maps/q1pEuefmCPjr6WZr7,Viernes,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Plaza El Pardo, 1",Intersección con Calle Carboneros,Plaza,El Pardo,P,1,Fuencarral-El Pardo,8,40.52027135,-3.777549085,434134.783,4485795.22,https://goo.gl/maps/pDXV8r7QCm8wqxPa8,Lunes,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Estella, 21",,Calle,Estella,P,21,Fuencarral-El Pardo,8,40.49712684,-3.674421941,442850.98,4483154.23,https://goo.gl/maps/kaVCXSw32NJSn7Vq7,Miércoles,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Federico Mompou, 4",Edificio Telecinco,Calle,Federico Mompou,P,4,Fuencarral-El Pardo,8,40.51081335,-3.678886058,442484.39,4484676.35,https://goo.gl/maps/PDUwtGnk6mEyYwpZ7,Martes,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Fermín Caballero, 49-51",,Calle,Fermín Caballero,P,49-51,Fuencarral-El Pardo,8,40.48426912,-3.706580057,440114.522,4481748.338,https://goo.gl/maps/P5aTSozWqHHJx6G58,Lunes,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Fresnedillas, 9",,Calle,Fresnedillas,P,9,Fuencarral-El Pardo,8,40.47787013,-3.742329993,437078.5713,4481062.919,https://goo.gl/maps/RHMkbeyQRDKkh8mj6,Miércoles,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Camino Ganapanes,Intersección con Calle La Bañeza,Camino,Ganapanes,P,S/N,Fuencarral-El Pardo,8,40.47571013,-3.715949993,439312.6687,4480804.684,https://goo.gl/maps/8SB31CesKGr6Q4m26,Miércoles,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Joaquín Lorenzo, 106",,Calle,Joaquín Lorenzo,P,106,Fuencarral-El Pardo,8,40.47572013,-3.735839993,437626.6923,4480819.66,https://goo.gl/maps/PU7jRJvzqPibn41T8,Viernes,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Julio Palacios, 10",,Calle,Julio Palacios,P,10,Fuencarral-El Pardo,8,40.41173813,-3.669933119,443159.445,4473673.17,https://goo.gl/maps/qJ6MEomomNzS55jy6,Lunes,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Leopoldo Alas Clarín,"Acera de los pares, frente al número 41",Calle,Leopoldo Alas Clarín,P,S/N,Fuencarral-El Pardo,8,40.48099503,-3.733183387,437856.745,4481403.305,https://goo.gl/maps/8AXBEAAuHUTrvDzd8,Viernes,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Monasterio de Silos, 85",,Avenida,Monasterio de Silos,P,85,Fuencarral-El Pardo,8,40.50978743,-3.691979444,441374.209,4484571.092,https://goo.gl/maps/J2oyRFZX48gY1LJy5,Miércoles,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Avenida Monasterio de Silos,"Acera de los pares, frente al número 23",Avenida,Monasterio de Silos,P,S/N,Fuencarral-El Pardo,8,40.5034714,-3.706355909,440150.584,4483879.66,https://goo.gl/maps/6bPkVgJVaaBm8dW39,Viernes,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Monforte de Lemos, 38",,Calle,Monforte de Lemos,P,38,Fuencarral-El Pardo,8,40.47842163,-3.709446437,439866.365,4481101.211,https://goo.gl/maps/MnzRecYE3jCPTmZH6,Viernes,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Nuestra Señora de Valverde, 17",,Calle,Nuestra Señora de Valverde,P,17,Fuencarral-El Pardo,8,40.49226604,-3.686740229,441802.948,4482622.729,https://goo.gl/maps/SHQ6V9WY4JCV7L2u6,Lunes,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Nuria, 59",Enfrente del centro comercial,Calle,Nuria,P,59,Fuencarral-El Pardo,8,40.49339779,-3.707919056,440009.165,4482762.539,https://goo.gl/maps/Co5pJDwFDk51Nhm58,Miércoles,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Pico Milano, 9",,Calle,Pico Milano,P,9,Fuencarral-El Pardo,8,40.48628013,-3.712759993,439592.5464,4481975.774,https://goo.gl/maps/zteXzNSTpjHooz9r7,Viernes,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Ribadavia, 27","Lateral, frente al supermercado",Calle,Ribadavia,P,27,Fuencarral-El Pardo,8,40.47290013,-3.708649993,439928.9523,4480487.778,https://goo.gl/maps/B6yenmZ2FuXj6iG39,Miércoles,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Ronda de la Comunicación, 2",Edificio Telefónica,Ronda,Ronda de la Comunicación,P,2,Fuencarral-El Pardo,8,40.51389793,-3.664296067,443723.05,4485009.33,https://goo.gl/maps/dvz1VwLZ2Z7PPDu88,Martes,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle San Modesto,Intersección con Calle Isidro Fernández,Calle,San Modesto,P,S/N,Fuencarral-El Pardo,8,40.48422013,-3.685469994,441903.6556,4481728.788,https://goo.gl/maps/Y6aU3tL9V9prvhoP6,Viernes,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Sangenjo, 12",,Calle,Sangenjo,P,12,Fuencarral-El Pardo,8,40.48415013,-3.702489994,440461.0688,4481732.363,https://goo.gl/maps/xtmtxTq5ngjMGVhn9,Miércoles,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Santo Domingo de la Calzada, 27",,Avenida,Santo Domingo de la Calzada,P,27,Fuencarral-El Pardo,8,40.50708261,-3.669166507,443304.7,4484255.94,https://goo.gl/maps/MHQgCctA7jSPE1Ra8,Miércoles,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Plaza Tres Olivos,Frente al número 6,Plaza,Tres Olivos,P,S/N,Fuencarral-El Pardo,8,40.50148,-3.69072,441473.27,4483648.27,,Viernes,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Antonio Machado, 12",IDM Ciudad de los Poetas,Calle,Antonio Machado,P,12,Moncloa-Aravaca,9,40.46598087,-3.71921181,439027.38,4479726.978,https://goo.gl/maps/swEGHLY6GtP8aS3q6,Sábado,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Arriaza,Frente al número 10 (intersección con Calle Ilustración),Calle,Arriaza,P,S/N,Moncloa-Aravaca,9,40.42125013,-3.716109993,439250.0868,4474759.721,https://goo.gl/maps/R4UavaixG9ZZietb8,Sábado,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Complutense, S/N",Frente al Servicio de Informática,Avenida,Complutense,P,S/N,Moncloa-Aravaca,9,40.45126013,-3.727629993,438300.2394,4478098.817,https://goo.gl/maps/sjmS8Ux8mMc7uiPn6,Miércoles,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Paseo Florida, 12",Farola 13,Paseo,Florida,P,12,Moncloa-Aravaca,9,40.42284446,-3.722753495,438687.94,4474941.28,https://goo.gl/maps/2qr12ro9YretEbEz5,Sábado,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Francos Rodríguez, 102",,Calle,Francos Rodríguez,P,102,Moncloa-Aravaca,9,40.45790876,-3.712783422,439565.13,4478826.55,https://goo.gl/maps/yNaV3LSUrmXBLetu9,Miércoles,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Golondrina,"Frente a la Avenida del Talgo, 234",Calle,Golondrina,P,S/N,Moncloa-Aravaca,9,40.44751121,-3.785085494,433424.524,4477724.415,https://goo.gl/maps/ZbLjyuXygtm5KW2w5,Miércoles,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Marqués de Urquijo, 2",,Calle,Marqués de Urquijo,P,2,Moncloa-Aravaca,9,40.43060674,-3.716657855,439212.034,4475798.68,https://goo.gl/maps/VsRMfbxQJY5rEhdY8,Miércoles,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Osa Mayor, 23",,Avenida,Osa Mayor,P,23,Moncloa-Aravaca,9,40.4596153,-3.778909594,433960.099,4479063.339,https://goo.gl/maps/djeCtvaGo5BHEsA38,Sábado,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Pablo Iglesias, 55",,Avenida,Pablo Iglesias,P,55,Moncloa-Aravaca,9,40.45058013,-3.710829993,439724.2084,4478011.734,https://goo.gl/maps/K83K4dZergc5aFHC9,Sábado,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Principal, 4-6",Acceso Pabellón Cubo de la Pipa-Casa de Campo,Avenida,Principal,P,4-6,Moncloa-Aravaca,9,40.41247955,-3.739087164,437292.7,4473802.24,https://goo.gl/maps/qGZn4nc1gcMLhGeB6,Lunes,Tarde,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Ribera de Manzanares, 125",Intersección con Calle Acantilado,Calle,Ribera de Manzanares,P,125,Moncloa-Aravaca,9,40.42943013,-3.733359993,437794.2377,4475679.703,https://goo.gl/maps/FiJriHjGhtKaAHwQ7,Sábado,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle San Restituto, 24",,Calle,San Restituto,P,24,Moncloa-Aravaca,9,40.46505013,-3.711819993,439653.2082,4479618.586,https://goo.gl/maps/1q5XjAwh5fEkv2P59,Miércoles,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Valdemarín, 71A",Intersección con Calle Cisne,Avenida,Valdemarín,P,71A,Moncloa-Aravaca,9,40.47011006,-3.778391577,434014.291,4480227.878,https://goo.gl/maps/qDnCziFenr2BESma8,Miércoles,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Victoria, 77",,Avenida,Victoria,P,77,Moncloa-Aravaca,9,40.47396543,-3.834073426,429298.029,4480698.942,https://goo.gl/maps/Q3sUbMAuHgrjxkUe8,Miércoles,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Virgen de los Rosales,Acera de enfrente al número 88,Calle,Virgen de los Rosales,P,S/N,Moncloa-Aravaca,9,40.45358,-3.779036127,433943.46,4478393.511,https://goo.gl/maps/4T8hZagbkP8LNrby6,Miércoles,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Alhambra,Acera de enfrente al número 30,Calle,Alhambra,P,S/N,Latina,10,40.40088914,-3.744586083,436815.306,4472519.626,https://goo.gl/maps/4Z7j7gBa3U3uAmzRA,Miércoles,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Apóstoles, 13",Intersección con Paseo de los Olivos,Avenida,Apóstoles,P,13,Latina,10,40.40567013,-3.739699993,437234.3785,4473046.832,https://goo.gl/maps/nnvCSsBaAsPBDHaT6,Viernes,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Camarena, 235",Frente al número 296,Calle,Camarena,P,235,Latina,10,40.38631089,-3.757199396,435731.086,4470910.542,https://goo.gl/maps/zF3hCoRpo6zt13mG8,Lunes,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Caramuel, 6",Entre los números 6 y 8,Calle,Caramuel,P,6,Latina,10,40.41311972,-3.727129825,438307.805,4473864.883,https://goo.gl/maps/3WLcU5QcGYJaPSer9,Miércoles,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Cardaño, 8",En la Plaza Patricio Martínez,Calle,Cardaño,P,8,Latina,10,40.39655217,-3.770445426,434616.696,4472057.03,https://goo.gl/maps/CScxAfagkpx9Uhg8A,Miércoles,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Glorieta de los Cármenes,Entre las salidas de Calle Gallur y Calle Alhambra,Glorieta,de los Cármenes,P,S/N,Latina,10,40.39569796,-3.743411287,436910.153,4471942.569,https://goo.gl/maps/eYZwk6gnkUH3nEJy9,Lunes,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Paseo de los Jesuitas, 42",,Paseo,de los Jesuitas,P,42,Latina,10,40.40870061,-3.734961308,437639.27,4473379.86,https://goo.gl/maps/JZHkdVSEUhq72zhP9,Lunes,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Duquesa de Parcent, 96",,Calle,Duquesa de Parcent,P,96,Latina,10,40.39591401,-3.750286074,436326.92,4471971.48,https://goo.gl/maps/9UMwzcTEkwRi1jZX9,Viernes,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Paseo Ermita del Santo, 39",,Paseo,Ermita del Santo,P,39,Latina,10,40.40655438,-3.724384145,438534.787,4473134.22,https://goo.gl/maps/fjajssiEocvMbGCCA,Viernes,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Fuente del Tiro, 17",,Calle,Fuente del Tiro,P,17,Latina,10,40.38361228,-3.780577319,433744.171,4470628.253,https://goo.gl/maps/8hHg5ugsUeDAj4dG9,Lunes,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle General Millán Astray, 20",,Calle,General Millán Astray,P,20,Latina,10,40.37841904,-3.767240468,434871.22,4470041.9,https://goo.gl/maps/vq5NXV3GXeAQsppw6,Viernes,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Guareña,Al lado del Auditorio Paco de Lucía,Calle,Guareña,P,S/N,Latina,10,40.38522206,-3.764791741,435085.618,4470795.229,https://goo.gl/maps/cVnQ6RfT54B1gxqh9,Miércoles,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Higueras, 45",,Calle,Higueras,P,45,Latina,10,40.40532577,-3.745103375,436775.56,4473012.46,https://goo.gl/maps/k4qw4g8LmoPKJ9p46,Miércoles,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Illescas, 117",,Calle,Illescas,P,117,Latina,10,40.39350783,-3.761277537,435391.82,4471712.37,https://goo.gl/maps/zyAKW2Z14PbgeeED8,Miércoles,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Arqueros, 5",,Avenida,Arqueros,P,5,Latina,10,40.38175001,-3.792669991,432715.8749,4470430.673,,Lunes,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Ocaña, 149",,Calle,Ocaña,P,149,Latina,10,40.38640227,-3.753163133,436073.762,4470917.76,https://goo.gl/maps/qThYywVcGTG6ALD59,Lunes,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Oliva de Plasencia, 1",,Calle,Oliva de Plasencia,P,1,Latina,10,40.37854039,-3.779432297,433836.4,4470064.42,https://goo.gl/maps/wd193DJTgaH4xuGp6,Lunes,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Pablo Casals,Frente al número 10,Calle,Pablo Casals,P,S/N,Latina,10,40.41020013,-3.724709993,438510.4562,4473539.123,https://goo.gl/maps/YtVC2ipmDwY6887f7,Viernes,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Padre Piquer, 13",Junto a Correos,Avenida,Padre Piquer,P,13,Latina,10,40.39407013,-3.767689993,434848.1438,4471779.49,https://goo.gl/maps/KLofpLtgpZSQLDLM6,Viernes,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
