Tipo de dato,Dirección,Dirección auxiliar,Tipo de vía,Nombre de la vía,Tipo de número,Número,Distrito,Código de distrito,Latitud (geo),Longitud (geo),X (UTM),Y (UTM),Google Maps,Día de la semana,Turno,Hora de inicio,Hora de fin,Residuos admisibles
Punto limpio móvil,Calle Albericia,Intersección con Calle Arcos del Jalón,Calle,Albericia,P,S/N,San Blas-Canillejas,20,40.42447465,-3.615522535,447785.795,4475053.342,https://goo.gl/maps/ZKEAEq3yTgUSYaKE7,Jueves,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Boltaña, 20",,Calle,Boltaña,P,20,San Blas-Canillejas,20,40.44479404,-3.613450944,447977.19,4477307.564,https://goo.gl/maps/SunPAWQn8AxwcuVS8,Sábado,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Carpintería,Intersección con Calle Amposta,Calle,Carpintería,P,S/N,San Blas-Canillejas,20,40.42558013,-3.622589994,447187.1298,4475180.249,https://goo.gl/maps/zFWgjL6EKq6jBums7,Miércoles,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Castillo de Uclés,"Intersección con Calle Castillo de Simancas, frente a la Calle Yuncos, 1",Calle,Castillo de Uclés,P,S/N,San Blas-Canillejas,20,40.43015635,-3.623234722,447136.022,4475688.594,https://goo.gl/maps/pSf69wL4WKj8nGtr7,Miércoles,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Fermina Sevillano, 26",,Avenida,Fermina Sevillano,P,26,San Blas-Canillejas,20,40.44483484,-3.56906922,451740.967,4477286.895,https://goo.gl/maps/HKGQgCn1CrHT2wx68,Viernes,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Avenida Guadalajara,Intersección con Calle San Román del Valle,Avenida,Guadalajara,P,S/N,San Blas-Canillejas,20,40.41929933,-3.621029333,447314.618,4474482.153,https://goo.gl/maps/V1iUrc4RR55bfE9n9,Jueves,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Hellín, 17",,Avenida,Hellín,P,17,San Blas-Canillejas,20,40.43080013,-3.615859994,447762.0628,4475755.666,https://goo.gl/maps/CwpagervNwcr18SCA,Miércoles,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Hermanos García Noblejas, 1",,Avenida,Hermanos García Noblejas,P,1,San Blas-Canillejas,20,40.43772165,-3.637609719,445922.76,4476537.04,https://goo.gl/maps/MzhH4H3H7WExGWcbA,Miércoles,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Nicolasa Gómez,Frente al número 80,Calle,Nicolasa Gómez,P,S/N,San Blas-Canillejas,20,40.43846013,-3.611789994,448113.1754,4476603.524,https://goo.gl/maps/t2jY1Lp6vSx2Gs9k6,Sábado,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Niza, 25",En el tramo de vía entre los números 13 y 25,Avenida,Niza,P,25,San Blas-Canillejas,20,40.42792648,-3.606913356,448518.74,4475431.44,https://goo.gl/maps/qMUjh4BvzJ46ddg3A,Jueves,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Avenida Segunda,Frente al número 5 aproximadamente,Avenida,Segunda,P,S/N,San Blas-Canillejas,20,40.44735399,-3.594355582,449598.466,4477580.644,https://goo.gl/maps/K6HKFrcMykaF8hTd9,Viernes,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,Calle Sofía,"Intersección con Calle Bélgica, 205",Calle,Sofía,P,S/N,San Blas-Canillejas,20,40.42927013,-3.601609994,448969.6145,4475577.508,https://goo.gl/maps/nXovtMEN6bjRCi3M9,Jueves,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Tampico, 79",,Calle,Tampico,P,79,San Blas-Canillejas,20,40.44475344,-3.635651261,446094.48,4477316.37,https://goo.gl/maps/RX4jX781uARmG7d2A,Sábado,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Paseo Alameda de Osuna, 50",,Paseo,Alameda de Osuna,P,50,Barajas,21,40.45461153,-3.597744925,449316.5,4478388.17,https://goo.gl/maps/ExmFAxqYELKTLphG7,Jueves,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Babilonia, 33",,Calle,Babilonia,P,33,Barajas,21,40.46747627,-3.584841288,450420.08,4479808.83,https://goo.gl/maps/5rFXeMMG7ps6wKAg8,Jueves,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Bahía de Cádiz, 32",,Calle,Bahía de Cádiz,P,32,Barajas,21,40.46380544,-3.594330551,449612.88,4479406.74,https://goo.gl/maps/UuPdvyEu8QoVbnVg6,Jueves,Tarde,17:30:00,19:00:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Logroño, 160-162",Entrada Residencial El Capricho,Avenida,Logroño,P,160-162,Barajas,21,40.47493317,-3.582026531,450664.16,4480634.97,https://goo.gl/maps/wMWqxJJe5LyTCP3u5,Jueves,Tarde,19:15:00,20:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Avenida Manuel Fraga Iribarne, 35",,Avenida,Manuel Fraga Iribarne,P,35,Barajas,21,40.48826013,-3.608829994,448402.3397,4482129.596,https://goo.gl/maps/cYRHVSZfXZ9hjTTGA,Jueves,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Plaza Mayor de Barajas, 19",,Plaza,Mayor de Barajas,P,19,Barajas,21,40.47350059,-3.57734166,451060.238,4480473.346,https://goo.gl/maps/yEKbmnSKNGTU8wJC9,Martes,Mañana,12:15:00,13:45:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Plaza Navío, 1",,Plaza,Navío,P,1,Barajas,21,40.45572379,-3.588317484,450116.691,4478506.263,https://goo.gl/maps/hVhTWsaHN4wYwH7N9,Martes,Mañana,08:45:00,10:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Playa de Zarauz, 1",,Calle,Playa de Zarauz,P,1,Barajas,21,40.47325425,-3.592435163,449780.61,4480454.48,https://goo.gl/maps/pBjeZCN4ihNSBakEA,Jueves,Tarde,15:45:00,17:15:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Pradoluengo, 243",,Calle,Pradoluengo,P,243,Barajas,21,40.45128409,-3.582005708,450648.62,4478009.91,https://goo.gl/maps/r6jSq1NP6mWufRXU9,Martes,Mañana,07:00:00,08:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Ribera del Sena, 21",Esquina con edificio Ayuntamiento de Madrid,Calle,Ribera del Sena,P,21,Barajas,21,40.46197595,-3.617672094,447632.56,4479217.25,https://goo.gl/maps/Z9K2MKmaFGtoWtSm6,Jueves,Tarde,14:00:00,15:30:00,http://run.gob.es/PuntoMOVILResiduos
Punto limpio móvil,"Calle Rioja, 27",,Calle,Rioja,P,27,Barajas,21,40.45993074,-3.585311084,450374.7,4478971.54,https://goo.gl/maps/1t9zjPPhqbdAKqxV8,Martes,Mañana,10:30:00,12:00:00,http://run.gob.es/PuntoMOVILResiduos
